graph_id,assortativity,layout_name,no_communities,calculated_bestnum,size,bestnum_algo
0,0.9517390425548456,kamada_kawai,2,2,125.0,mix_75ch_25elbow
0,0.9517390425548456,spring,2,3,125.0,mix_75ch_25elbow
0,0.9517390425548456,davidson_harel,2,3,125.0,mix_75ch_25elbow
0,0.9517390425548456,drl,2,2,125.0,mix_75ch_25elbow
0,0.9517390425548456,fruchterman_reingold,2,3,125.0,mix_75ch_25elbow
0,0.9517390425548456,graphopt,2,2,125.0,mix_75ch_25elbow
0,0.9517390425548456,lgl,2,2,125.0,mix_75ch_25elbow
0,0.9517390425548456,mds,2,2,125.0,mix_75ch_25elbow
1,0.8640287769784172,kamada_kawai,2,2,125.0,mix_75ch_25elbow
1,0.8640287769784172,spring,2,3,125.0,mix_75ch_25elbow
1,0.8640287769784172,davidson_harel,2,2,125.0,mix_75ch_25elbow
1,0.8640287769784172,drl,2,2,125.0,mix_75ch_25elbow
1,0.8640287769784172,fruchterman_reingold,2,2,125.0,mix_75ch_25elbow
1,0.8640287769784172,graphopt,2,2,125.0,mix_75ch_25elbow
1,0.8640287769784172,lgl,2,2,125.0,mix_75ch_25elbow
1,0.8640287769784172,mds,2,2,125.0,mix_75ch_25elbow
2,0.8223619974035947,kamada_kawai,2,2,125.0,mix_75ch_25elbow
2,0.8223619974035947,spring,2,3,125.0,mix_75ch_25elbow
2,0.8223619974035947,davidson_harel,2,3,125.0,mix_75ch_25elbow
2,0.8223619974035947,drl,2,3,125.0,mix_75ch_25elbow
2,0.8223619974035947,fruchterman_reingold,2,2,125.0,mix_75ch_25elbow
2,0.8223619974035947,graphopt,2,3,125.0,mix_75ch_25elbow
2,0.8223619974035947,lgl,2,3,125.0,mix_75ch_25elbow
2,0.8223619974035947,mds,2,2,125.0,mix_75ch_25elbow
3,0.6704935790331823,kamada_kawai,2,2,125.0,mix_75ch_25elbow
3,0.6704935790331823,spring,2,2,125.0,mix_75ch_25elbow
3,0.6704935790331823,davidson_harel,2,3,125.0,mix_75ch_25elbow
3,0.6704935790331823,drl,2,2,125.0,mix_75ch_25elbow
3,0.6704935790331823,fruchterman_reingold,2,2,125.0,mix_75ch_25elbow
3,0.6704935790331823,graphopt,2,2,125.0,mix_75ch_25elbow
3,0.6704935790331823,lgl,2,3,125.0,mix_75ch_25elbow
3,0.6704935790331823,mds,2,2,125.0,mix_75ch_25elbow
4,0.5750517299918642,kamada_kawai,2,4,125.0,mix_75ch_25elbow
4,0.5750517299918642,spring,2,2,125.0,mix_75ch_25elbow
4,0.5750517299918642,davidson_harel,2,3,125.0,mix_75ch_25elbow
4,0.5750517299918642,drl,2,2,125.0,mix_75ch_25elbow
4,0.5750517299918642,fruchterman_reingold,2,2,125.0,mix_75ch_25elbow
4,0.5750517299918642,graphopt,2,2,125.0,mix_75ch_25elbow
4,0.5750517299918642,lgl,2,3,125.0,mix_75ch_25elbow
4,0.5750517299918642,mds,2,4,125.0,mix_75ch_25elbow
5,0.7349365984017097,kamada_kawai,2,3,125.0,mix_75ch_25elbow
5,0.7349365984017097,spring,2,3,125.0,mix_75ch_25elbow
5,0.7349365984017097,davidson_harel,2,3,125.0,mix_75ch_25elbow
5,0.7349365984017097,drl,2,2,125.0,mix_75ch_25elbow
5,0.7349365984017097,fruchterman_reingold,2,2,125.0,mix_75ch_25elbow
5,0.7349365984017097,graphopt,2,2,125.0,mix_75ch_25elbow
5,0.7349365984017097,lgl,2,5,125.0,mix_75ch_25elbow
5,0.7349365984017097,mds,2,2,125.0,mix_75ch_25elbow
6,0.5697507642379197,kamada_kawai,3,3,125.0,mix_75ch_25elbow
6,0.5697507642379197,spring,3,3,125.0,mix_75ch_25elbow
6,0.5697507642379197,davidson_harel,3,2,125.0,mix_75ch_25elbow
6,0.5697507642379197,drl,3,2,125.0,mix_75ch_25elbow
6,0.5697507642379197,fruchterman_reingold,3,3,125.0,mix_75ch_25elbow
6,0.5697507642379197,graphopt,3,3,125.0,mix_75ch_25elbow
6,0.5697507642379197,lgl,3,2,125.0,mix_75ch_25elbow
6,0.5697507642379197,mds,3,3,125.0,mix_75ch_25elbow
7,0.8188469712624853,kamada_kawai,3,3,125.0,mix_75ch_25elbow
7,0.8188469712624853,spring,3,3,125.0,mix_75ch_25elbow
7,0.8188469712624853,davidson_harel,3,3,125.0,mix_75ch_25elbow
7,0.8188469712624853,drl,3,3,125.0,mix_75ch_25elbow
7,0.8188469712624853,fruchterman_reingold,3,3,125.0,mix_75ch_25elbow
7,0.8188469712624853,graphopt,3,3,125.0,mix_75ch_25elbow
7,0.8188469712624853,lgl,3,5,125.0,mix_75ch_25elbow
7,0.8188469712624853,mds,3,3,125.0,mix_75ch_25elbow
8,0.7031663477077191,kamada_kawai,3,3,125.0,mix_75ch_25elbow
8,0.7031663477077191,spring,3,3,125.0,mix_75ch_25elbow
8,0.7031663477077191,davidson_harel,3,3,125.0,mix_75ch_25elbow
8,0.7031663477077191,drl,3,3,125.0,mix_75ch_25elbow
8,0.7031663477077191,fruchterman_reingold,3,3,125.0,mix_75ch_25elbow
8,0.7031663477077191,graphopt,3,3,125.0,mix_75ch_25elbow
8,0.7031663477077191,lgl,3,4,125.0,mix_75ch_25elbow
8,0.7031663477077191,mds,3,3,125.0,mix_75ch_25elbow
9,0.8286336265063181,kamada_kawai,3,3,125.0,mix_75ch_25elbow
9,0.8286336265063181,spring,3,3,125.0,mix_75ch_25elbow
9,0.8286336265063181,davidson_harel,3,3,125.0,mix_75ch_25elbow
